filename,width,height,class,xmin,ymin,xmax,ymax
IMG_8473_jpg.rf.fd8f3dbe2707cd72171b90358432f824.jpg,640,640,Penny,235,447,318,536
IMG_8473_jpg.rf.fd8f3dbe2707cd72171b90358432f824.jpg,640,640,Penny,457,443,537,532
IMG_8473_jpg.rf.fd8f3dbe2707cd72171b90358432f824.jpg,640,640,Penny,338,441,424,527
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Nickel,343,347,423,430
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Nickel,464,340,547,426
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Nickel,220,332,301,417
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Nickel,133,330,214,413
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Penny,473,242,547,318
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Penny,158,227,231,301
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Penny,354,233,428,309
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Penny,264,224,337,298
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Penny,344,147,418,223
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Penny,159,142,232,215
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Penny,255,136,325,209
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Penny,469,138,543,214
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Nickel,445,448,528,534
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Nickel,331,430,414,510
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Nickel,140,416,220,499
IMG_8475_jpg.rf.fdb95f94355bdba72036485b30d61c3b.jpg,640,640,Nickel,221,419,302,502
IMG_5302_MOV-0_jpg.rf.ff1c13295f0e5edd4a4bb402fb4a4a1c.jpg,640,640,Dime,550,294,625,339
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,411,534,479,586
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,121,533,187,582
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,264,528,333,579
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Nickel,572,451,640,517
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,131,447,197,499
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,283,441,354,497
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,419,438,495,492
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Nickel,583,339,639,408
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,132,343,203,400
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,267,341,338,397
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,426,338,502,394
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Nickel,598,214,640,298
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,280,225,351,283
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,120,222,194,280
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,424,219,502,282
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,443,85,527,156
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,134,88,214,152
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Dime,286,85,372,147
S9_jpg.rf.ffba4832ac04faff6511d8e1fc1565a9.jpg,640,640,Nickel,578,541,640,599
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Penny,179,272,266,356
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Nickel,192,353,292,453
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Penny,213,190,300,277
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Nickel,245,430,345,535
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Nickel,259,289,359,383
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Penny,294,207,383,295
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Nickel,319,358,419,458
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Penny,346,454,433,541
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Penny,356,149,440,234
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Nickel,354,272,452,370
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Penny,414,351,498,435
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Nickel,416,199,514,298
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Penny,432,434,521,522
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Nickel,466,279,566,377
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Penny,111,325,196,412
IMG_8478_jpg.rf.fdb0bb52b4f9258326e361144e45d165.jpg,640,640,Nickel,116,195,216,291
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Quarter,352,249,463,360
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Quarter,361,374,468,489
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Penny,324,139,416,231
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Penny,313,38,403,132
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Quarter,257,392,368,510
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Quarter,241,253,356,368
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Penny,216,35,308,127
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Penny,215,144,310,241
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Penny,113,141,215,239
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Penny,104,34,201,136
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Quarter,102,421,232,546
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Quarter,90,248,218,368
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Quarter,476,366,575,480
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Quarter,460,249,563,357
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Penny,412,40,498,129
IMG_8487_jpg.rf.fd4617cef0c93e2eef29c4bd4e93d5ac.jpg,640,640,Penny,417,139,501,228
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Penny,360,75,431,126
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Penny,462,134,535,184
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Dime,216,137,281,185
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Nickel,108,131,184,192
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Nickel,294,144,370,201
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Dime,378,178,441,223
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Nickel,186,198,259,254
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Penny,38,216,106,267
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Penny,476,254,554,306
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Nickel,294,251,367,305
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Dime,137,278,196,323
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Nickel,331,320,404,376
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Nickel,201,330,277,385
S27_jpg.rf.fcfe3e38a5423c1c6a17ba7f5fadafec.jpg,640,640,Nickel,420,356,499,417
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Quarter,155,241,281,357
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Penny,179,438,279,534
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Penny,200,349,300,440
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Quarter,211,137,331,256
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Quarter,268,399,390,523
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Penny,274,54,374,152
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Penny,290,307,394,401
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Penny,302,217,406,313
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Penny,337,121,431,220
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Quarter,385,408,513,534
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Quarter,381,291,512,413
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Quarter,409,171,537,299
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Quarter,31,238,153,354
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Quarter,87,339,209,461
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Penny,107,166,205,266
IMG_8499_jpg.rf.fd22bcb20f249e9beaf2a9d71723c39c.jpg,640,640,Penny,145,84,241,177
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Penny,266,445,359,518
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Penny,130,400,225,473
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Quarter,328,381,452,472
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Quarter,215,368,332,452
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Penny,469,376,566,446
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Penny,36,312,131,388
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Quarter,127,306,248,391
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Quarter,364,301,488,392
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Penny,508,308,607,382
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Penny,264,303,367,376
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Penny,449,246,554,322
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Quarter,193,228,318,322
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Quarter,60,224,186,318
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Quarter,317,217,443,308
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Quarter,236,135,367,235
IMG_8502_jpg.rf.fef2d7d6f840d8d0f0bc08d53a51d866.jpg,640,640,Penny,368,135,475,221
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Penny,452,205,544,288
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Quarter,231,197,342,308
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Quarter,340,223,446,334
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Penny,149,265,241,351
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Penny,477,284,563,367
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Penny,230,303,319,392
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Quarter,389,319,497,433
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Penny,166,358,255,466
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Quarter,290,364,398,481
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Penny,408,428,497,526
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Penny,100,432,196,534
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Quarter,204,440,320,563
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Quarter,322,485,436,608
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Penny,283,126,369,208
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Quarter,366,125,474,227
IMG_8505_jpg.rf.fecb2dfcd52e2416961aa4a9c2e848f9.jpg,640,640,Quarter,126,155,240,263
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Quarter,348,309,434,416
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Nickel,345,125,417,222
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Penny,315,227,382,311
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Penny,318,6,387,101
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Quarter,266,391,352,508
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Dime,277,150,339,237
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Dime,243,290,307,377
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Quarter,221,42,307,151
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Quarter,195,174,279,288
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Nickel,168,420,245,525
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Penny,170,319,240,409
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Quarter,120,41,204,144
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Quarter,107,182,193,290
20220515_211247_jpg.rf.3cc3ed93fbee27dfcc795b579201c319.jpg,640,640,Penny,69,313,139,403
IMG_5302_MOV-3_jpg.rf.3dd90ec6d06df0fed2b3585bd6c873b5.jpg,640,640,Quarter,420,347,501,386
IMG_5302_MOV-3_jpg.rf.3dd90ec6d06df0fed2b3585bd6c873b5.jpg,640,640,Quarter,535,335,615,377
IMG_5302_MOV-3_jpg.rf.3dd90ec6d06df0fed2b3585bd6c873b5.jpg,640,640,Penny,479,257,545,294
IMG_5302_MOV-3_jpg.rf.3dd90ec6d06df0fed2b3585bd6c873b5.jpg,640,640,Dime,257,364,316,395
IMG_5302_MOV-3_jpg.rf.3dd90ec6d06df0fed2b3585bd6c873b5.jpg,640,640,Dime,323,293,391,328
IMG_5302_MOV-3_jpg.rf.3dd90ec6d06df0fed2b3585bd6c873b5.jpg,640,640,Dime,418,274,484,310
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,453,373,489,423
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Nickel,441,37,474,102
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,441,169,474,218
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,444,271,477,321
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,411,374,441,427
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Nickel,396,36,434,103
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,401,263,434,316
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,394,158,427,211
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,351,383,387,441
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Nickel,331,6,376,76
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,344,277,380,334
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,333,148,372,206
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,261,273,306,337
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,265,408,309,477
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Nickel,243,2,303,60
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,250,140,298,205
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,138,110,199,188
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,149,419,207,492
S6_jpg.rf.3c014aa9939bab6c16f5b06c9355b9bd.jpg,640,640,Dime,142,265,200,338
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Quarter,247,252,303,323
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Nickel,261,378,310,447
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Penny,284,467,329,526
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Penny,284,320,329,379
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Quarter,301,193,359,270
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Dime,314,375,355,433
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Dime,336,280,378,335
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Quarter,338,432,391,503
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Quarter,357,336,412,413
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Penny,377,255,426,317
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Nickel,372,179,430,248
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Quarter,406,434,463,503
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Quarter,413,332,472,409
20220515_211244_jpg.rf.3cbc4d1175548b2f48d8f00c05958d12.jpg,640,640,Penny,446,256,491,319
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,460,524,521,565
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Nickel,555,525,619,563
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,260,507,332,551
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,137,504,206,548
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,357,506,427,549
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,474,464,533,505
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Nickel,580,456,637,500
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,380,452,438,493
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,147,433,226,480
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,264,431,336,478
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Nickel,611,388,638,428
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,492,380,559,425
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,394,373,463,420
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,281,352,356,405
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,118,341,199,394
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,518,286,593,338
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,388,268,463,321
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,278,247,356,308
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,164,235,247,294
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,562,181,640,239
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,423,151,501,214
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,318,144,397,208
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,174,125,261,190
S15_jpg.rf.3e918beaa354d289089481fbef4410a0.jpg,640,640,Penny,196,34,288,110
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Penny,337,244,438,339
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Penny,342,110,441,209
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Penny,336,354,428,443
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Penny,329,472,424,559
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Nickel,232,93,334,198
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Nickel,212,222,319,322
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Nickel,204,345,309,445
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Nickel,190,455,295,555
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Nickel,105,96,213,204
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Nickel,82,335,194,435
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Nickel,85,224,196,324
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Nickel,68,449,173,547
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Penny,470,112,567,206
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Penny,455,246,554,335
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Penny,440,355,535,444
IMG_8470_jpg.rf.3dec719af5a84f339aec3cd363b371dd.jpg,640,640,Penny,433,478,528,567
S5_jpg.rf.40e23e9f386d60cbe622404a74dae2a6.jpg,640,640,Dime,47,56,106,100
S5_jpg.rf.40e23e9f386d60cbe622404a74dae2a6.jpg,640,640,Dime,137,72,192,116
S5_jpg.rf.40e23e9f386d60cbe622404a74dae2a6.jpg,640,640,Dime,360,88,414,134
S5_jpg.rf.40e23e9f386d60cbe622404a74dae2a6.jpg,640,640,Dime,240,82,295,128
S5_jpg.rf.40e23e9f386d60cbe622404a74dae2a6.jpg,640,640,Dime,474,105,529,151
